iter	Logloss
897	0.1402504627
898	0.1402399921
899	0.1402331392
900	0.1402001628
901	0.1401985058
902	0.1401949695
903	0.1401868041
904	0.140185296
905	0.1401826821
906	0.1401734382
907	0.1401611278
908	0.1401412675
909	0.1401304102
910	0.1401155499
911	0.1401079796
912	0.1401002236
913	0.1400671089
914	0.1400342611
915	0.1400210785
916	0.1400079692
917	0.1399538924
918	0.1399273379
919	0.1399192916
920	0.1399045699
921	0.1398922969
922	0.1398596814
923	0.1398564174
924	0.1398562766
925	0.1398507164
926	0.1398155926
927	0.1397974422
928	0.1397764003
929	0.1397622969
930	0.1397611582
931	0.1397534913
932	0.1397526645
933	0.1397519077
934	0.1397365008
935	0.1397288435
936	0.1396955436
937	0.1396851844
938	0.139631172
939	0.1396188676
940	0.1396128496
941	0.1395694535
942	0.1395537492
943	0.1395528223
944	0.1395423928
945	0.1395025225
946	0.1395013765
947	0.1394889131
948	0.1394760743
949	0.1394428835
950	0.139418553
951	0.1394083342
952	0.1394081646
953	0.1393903352
954	0.1393667592
955	0.1393543931
956	0.139353462
957	0.1393502296
958	0.1393491466
959	0.1393463587
960	0.1393360636
961	0.139325569
962	0.1393195521
963	0.1392715087
964	0.1392626743
965	0.139259798
966	0.1392590833
967	0.1392506763
968	0.1392126095
969	0.1392082121
970	0.1391794275
971	0.1391781974
972	0.1391768454
973	0.1391737578
974	0.1391628804
975	0.1391507228
976	0.1391471987
977	0.139147055
978	0.1391374861
979	0.1391240321
980	0.139102669
981	0.1390617177
982	0.1390189744
983	0.1390183002
984	0.1390017752
985	0.1389338329
986	0.1389277313
987	0.1389005501
988	0.1388781236
989	0.138855412
990	0.138832576
991	0.1388161712
992	0.138803367
993	0.1387869358
994	0.1387800477
995	0.1387473557
996	0.1387284108
997	0.1387183824
998	0.1386952572
999	0.138656013
